|dates|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|235.0|0|13.0|0|0.0|0
0|2020-05-28|235.0|0|13.0|0|0.0|0
0|2020-05-29|235.0|0|13.0|0|0.0|0
0|2020-05-30|235.0|0|13.0|0|0.0|0
