|dates|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1784.0|0|144.0|0|0.0|0
0|2020-05-28|1784.0|0|144.0|0|0.0|0
0|2020-05-29|1784.0|0|144.0|0|0.0|0
0|2020-05-30|1784.0|0|144.0|0|0.0|0
