|dates|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ellsworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
