|dates|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1254.0|0|62.0|0|0.0|0
0|2020-05-28|1254.0|0|62.0|0|0.0|0
0|2020-05-29|1254.0|0|62.0|0|0.0|0
0|2020-05-30|1254.0|0|62.0|0|0.0|0
