|dates|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|183.0|0|6.0|0|0.0|0
0|2020-05-18|179.0|0|6.0|0|0.0|0
0|2020-05-19|179.0|0|6.0|0|0.0|0
0|2020-05-20|176.0|0|6.0|0|0.0|0
0|2020-05-21|177.0|0|6.0|0|0.0|0
0|2020-05-22|177.0|0|6.0|0|0.0|0
0|2020-05-23|177.0|0|6.0|0|0.0|0
