|dates|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4439.0|0|422.0|0|0.0|0
0|2020-05-18|4516.0|0|417.0|0|0.0|0
0|2020-05-19|4573.0|0|426.0|0|0.0|0
0|2020-05-20|4662.0|0|431.0|0|0.0|0
0|2020-05-21|4726.0|0|442.0|0|0.0|0
0|2020-05-22|4764.0|0|454.0|0|0.0|0
0|2020-05-23|4764.0|0|454.0|0|0.0|0
