|dates|Howard_Texas_UnitedStates.JHU_ConfirmedCases.data|Howard_Texas_UnitedStates.JHU_ConfirmedCases.missing|Howard_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|1.0|0|0.0|0
0|2020-05-15|6.0|0|1.0|0|0.0|0
0|2020-05-16|6.0|0|1.0|0|0.0|0
