|dates|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|345.0|0|15.0|0|0.0|0
0|2020-05-28|345.0|0|15.0|0|0.0|0
0|2020-05-29|345.0|0|15.0|0|0.0|0
0|2020-05-30|345.0|0|15.0|0|0.0|0
