|dates|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|150.0|0|13.0|0|0.0|0
0|2020-05-15|151.0|0|13.0|0|0.0|0
0|2020-05-16|151.0|0|13.0|0|0.0|0
