|dates|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|392.0|0|24.0|0|0.0|0
0|2020-05-28|392.0|0|24.0|0|0.0|0
0|2020-05-29|392.0|0|24.0|0|0.0|0
0|2020-05-30|392.0|0|24.0|0|0.0|0
