|dates|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Belknap_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|57.0|0|0.0|0|0.0|0
0|2020-05-28|57.0|0|0.0|0|0.0|0
0|2020-05-29|57.0|0|0.0|0|0.0|0
0|2020-05-30|57.0|0|0.0|0|0.0|0
