|dates|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|2.0|0|0.0|0
0|2020-05-25|43.0|0|2.0|0|0.0|0
0|2020-05-26|43.0|0|2.0|0|0.0|0
