|dates|Alamosa_Colorado_UnitedStates.JHU_ConfirmedCases.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Alamosa_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Alamosa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Alamosa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|2.0|0|0.0|0
0|2020-05-25|58.0|0|2.0|0|0.0|0
0|2020-05-26|58.0|0|2.0|0|0.0|0
