|dates|Sevier_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Sevier_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sevier_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|120.0|0|2.0|0|0.0|0
0|2020-05-28|120.0|0|2.0|0|0.0|0
0|2020-05-29|120.0|0|2.0|0|0.0|0
0|2020-05-30|120.0|0|2.0|0|0.0|0
