|dates|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|250.0|0|22.0|0|0.0|0
0|2020-05-28|250.0|0|22.0|0|0.0|0
0|2020-05-29|250.0|0|22.0|0|0.0|0
0|2020-05-30|250.0|0|22.0|0|0.0|0
