|dates|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|604.0|0|7.0|0|0.0|0
0|2020-05-18|604.0|0|7.0|0|0.0|0
0|2020-05-19|604.0|0|7.0|0|0.0|0
0|2020-05-20|604.0|0|7.0|0|0.0|0
0|2020-05-21|604.0|0|7.0|0|0.0|0
0|2020-05-22|604.0|0|7.0|0|0.0|0
0|2020-05-23|604.0|0|7.0|0|0.0|0
