|dates|Lake_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lake_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
