|dates|Windham_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Windham_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Windham_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Windham_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|313.0|0|14.0|0|0.0|0
0|2020-05-18|322.0|0|14.0|0|0.0|0
0|2020-05-19|326.0|0|14.0|0|0.0|0
0|2020-05-20|329.0|0|14.0|0|0.0|0
0|2020-05-21|336.0|0|14.0|0|0.0|0
0|2020-05-22|348.0|0|14.0|0|0.0|0
0|2020-05-23|348.0|0|14.0|0|0.0|0
