|dates|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|1.0|0|0.0|0
0|2020-05-25|19.0|0|1.0|0|0.0|0
0|2020-05-26|19.0|0|1.0|0|0.0|0
