|dates|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.data|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|338.0|0|8.0|0|0.0|0
0|2020-05-18|343.0|0|8.0|0|0.0|0
0|2020-05-19|352.0|0|8.0|0|0.0|0
0|2020-05-20|364.0|0|9.0|0|0.0|0
0|2020-05-21|377.0|0|10.0|0|0.0|0
0|2020-05-22|389.0|0|10.0|0|0.0|0
0|2020-05-23|389.0|0|10.0|0|0.0|0
