|dates|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedCases.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|NewHaven_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|10159.0|0|817.0|0|0.0|0
0|2020-05-18|10338.0|0|830.0|0|0.0|0
0|2020-05-19|10427.0|0|838.0|0|0.0|0
0|2020-05-20|10587.0|0|855.0|0|0.0|0
0|2020-05-21|10663.0|0|874.0|0|0.0|0
0|2020-05-22|10756.0|0|888.0|0|0.0|0
0|2020-05-23|10756.0|0|888.0|0|0.0|0
