|dates|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|4.0|0|0.0|0
0|2020-05-28|23.0|0|4.0|0|0.0|0
0|2020-05-29|23.0|0|4.0|0|0.0|0
0|2020-05-30|23.0|0|4.0|0|0.0|0
