|dates|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|161.0|0|14.0|0|0.0|0
0|2020-05-18|161.0|0|14.0|0|0.0|0
0|2020-05-19|165.0|0|14.0|0|0.0|0
0|2020-05-20|167.0|0|16.0|0|0.0|0
0|2020-05-21|169.0|0|16.0|0|0.0|0
0|2020-05-22|173.0|0|16.0|0|0.0|0
0|2020-05-23|173.0|0|16.0|0|0.0|0
