|dates|Gray_Texas_UnitedStates.JHU_ConfirmedCases.data|Gray_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|2.0|0|0.0|0
0|2020-05-28|96.0|0|2.0|0|0.0|0
0|2020-05-29|96.0|0|2.0|0|0.0|0
0|2020-05-30|96.0|0|2.0|0|0.0|0
