|dates|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|114.0|0|10.0|0|0.0|0
0|2020-05-28|114.0|0|10.0|0|0.0|0
0|2020-05-29|114.0|0|10.0|0|0.0|0
0|2020-05-30|114.0|0|10.0|0|0.0|0
