|dates|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|88.0|0|0.0|0|0.0|0
0|2020-05-28|88.0|0|0.0|0|0.0|0
0|2020-05-29|88.0|0|0.0|0|0.0|0
0|2020-05-30|88.0|0|0.0|0|0.0|0
