|dates|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|1.0|0|0.0|0
0|2020-05-15|17.0|0|1.0|0|0.0|0
0|2020-05-16|17.0|0|1.0|0|0.0|0
