|dates|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
