|dates|Greene_Iowa_UnitedStates.JHU_ConfirmedCases.data|Greene_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Greene_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|13.0|0|0.0|0|0.0|0
0|2020-05-25|13.0|0|0.0|0|0.0|0
0|2020-05-26|13.0|0|0.0|0|0.0|0
