|dates|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.data|Liberty_Florida_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|209.0|0|0.0|0|0.0|0
0|2020-05-28|209.0|0|0.0|0|0.0|0
0|2020-05-29|209.0|0|0.0|0|0.0|0
0|2020-05-30|209.0|0|0.0|0|0.0|0
