|dates|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.data|Putnam_Florida_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|144.0|0|4.0|0|0.0|0
0|2020-05-28|144.0|0|4.0|0|0.0|0
0|2020-05-29|144.0|0|4.0|0|0.0|0
0|2020-05-30|144.0|0|4.0|0|0.0|0
