|dates|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|1.0|0|0.0|0
0|2020-05-18|35.0|0|1.0|0|0.0|0
0|2020-05-19|35.0|0|1.0|0|0.0|0
0|2020-05-20|37.0|0|1.0|0|0.0|0
0|2020-05-21|37.0|0|1.0|0|0.0|0
0|2020-05-22|38.0|0|1.0|0|0.0|0
0|2020-05-23|38.0|0|1.0|0|0.0|0
