|dates|Baltimore_Maryland_UnitedStates.JHU_ConfirmedCases.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Baltimore_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Baltimore_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Baltimore_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5373.0|0|300.0|0|0.0|0
0|2020-05-25|5476.0|0|307.0|0|0.0|0
0|2020-05-26|5476.0|0|307.0|0|0.0|0
