|dates|Penobscot_Maine_UnitedStates.JHU_ConfirmedCases.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedCases.missing|Penobscot_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Penobscot_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|98.0|0|1.0|0|0.0|0
0|2020-05-25|99.0|0|1.0|0|0.0|0
0|2020-05-26|99.0|0|1.0|0|0.0|0
