|dates|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsborough_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2183.0|0|81.0|0|0.0|0
0|2020-05-28|2183.0|0|81.0|0|0.0|0
0|2020-05-29|2183.0|0|81.0|0|0.0|0
0|2020-05-30|2183.0|0|81.0|0|0.0|0
