|dates|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Duplin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|707.0|0|16.0|0|0.0|0
0|2020-05-28|707.0|0|16.0|0|0.0|0
0|2020-05-29|707.0|0|16.0|0|0.0|0
0|2020-05-30|707.0|0|16.0|0|0.0|0
