|dates|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|2.0|0|0.0|0
0|2020-05-28|14.0|0|2.0|0|0.0|0
0|2020-05-29|14.0|0|2.0|0|0.0|0
0|2020-05-30|14.0|0|2.0|0|0.0|0
