|dates|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17596.0|0|850.0|0|0.0|0
0|2020-05-28|17596.0|0|850.0|0|0.0|0
0|2020-05-29|17596.0|0|850.0|0|0.0|0
0|2020-05-30|17596.0|0|850.0|0|0.0|0
