|dates|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|507.0|0|10.0|0|0.0|0
0|2020-05-18|509.0|0|11.0|0|0.0|0
0|2020-05-19|515.0|0|11.0|0|0.0|0
0|2020-05-20|515.0|0|11.0|0|0.0|0
0|2020-05-21|523.0|0|11.0|0|0.0|0
0|2020-05-22|540.0|0|11.0|0|0.0|0
0|2020-05-23|540.0|0|11.0|0|0.0|0
