|dates|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|1.0|0|0.0|0
0|2020-05-18|27.0|0|1.0|0|0.0|0
0|2020-05-19|28.0|0|1.0|0|0.0|0
0|2020-05-20|30.0|0|1.0|0|0.0|0
0|2020-05-21|30.0|0|2.0|0|0.0|0
0|2020-05-22|32.0|0|2.0|0|0.0|0
0|2020-05-23|32.0|0|2.0|0|0.0|0
