|dates|Benton_Washington_UnitedStates.JHU_ConfirmedCases.data|Benton_Washington_UnitedStates.JHU_ConfirmedCases.missing|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|633.0|0|55.0|0|0.0|0
0|2020-05-18|643.0|0|55.0|0|0.0|0
0|2020-05-19|652.0|0|58.0|0|0.0|0
0|2020-05-20|660.0|0|58.0|0|0.0|0
0|2020-05-21|666.0|0|58.0|0|0.0|0
0|2020-05-22|674.0|0|59.0|0|0.0|0
0|2020-05-23|674.0|0|59.0|0|0.0|0
