|dates|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Humphreys_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|7.0|0|0.0|0
0|2020-05-28|53.0|0|7.0|0|0.0|0
0|2020-05-29|53.0|0|7.0|0|0.0|0
0|2020-05-30|53.0|0|7.0|0|0.0|0
