|dates|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Francois_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33.0|0|2.0|0|0.0|0
0|2020-05-15|33.0|0|2.0|0|0.0|0
0|2020-05-16|33.0|0|2.0|0|0.0|0
