|dates|Taylor_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11.0|0|0.0|0|0.0|0
0|2020-05-28|11.0|0|0.0|0|0.0|0
0|2020-05-29|11.0|0|0.0|0|0.0|0
0|2020-05-30|11.0|0|0.0|0|0.0|0
