|dates|Clearwater_Idaho_UnitedStates.JHU_ConfirmedCases.data|Clearwater_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Clearwater_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Clearwater_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Clearwater_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Clearwater_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2127.0|0|65.0|0|0.0|0
0|2020-05-18|2127.0|0|65.0|0|0.0|0
0|2020-05-19|2127.0|0|65.0|0|0.0|0
0|2020-05-20|2127.0|0|65.0|0|0.0|0
0|2020-05-21|2127.0|0|65.0|0|0.0|0
0|2020-05-22|2127.0|0|65.0|0|0.0|0
0|2020-05-23|2127.0|0|65.0|0|0.0|0
