|dates|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.data|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|268.0|0|10.0|0|0.0|0
0|2020-05-28|268.0|0|10.0|0|0.0|0
0|2020-05-29|268.0|0|10.0|0|0.0|0
0|2020-05-30|268.0|0|10.0|0|0.0|0
