|dates|Madison_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Madison_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|174.0|0|2.0|0|0.0|0
0|2020-05-28|174.0|0|2.0|0|0.0|0
0|2020-05-29|174.0|0|2.0|0|0.0|0
0|2020-05-30|174.0|0|2.0|0|0.0|0
