|dates|Coconino_Arizona_UnitedStates.JHU_ConfirmedCases.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Coconino_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Coconino_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Coconino_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1066.0|0|75.0|0|0.0|0
0|2020-05-28|1066.0|0|75.0|0|0.0|0
0|2020-05-29|1066.0|0|75.0|0|0.0|0
0|2020-05-30|1066.0|0|75.0|0|0.0|0
