|dates|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17367.0|0|903.0|0|0.0|0
0|2020-05-28|17367.0|0|903.0|0|0.0|0
0|2020-05-29|17367.0|0|903.0|0|0.0|0
0|2020-05-30|17367.0|0|903.0|0|0.0|0
