|dates|Jefferson_Iowa_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
