|dates|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|194.0|0|18.0|0|0.0|0
0|2020-05-25|196.0|0|18.0|0|0.0|0
0|2020-05-26|196.0|0|18.0|0|0.0|0
