|dates|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|764.0|0|48.0|0|0.0|0
0|2020-05-15|777.0|0|49.0|0|0.0|0
0|2020-05-16|777.0|0|49.0|0|0.0|0
