|dates|Utah_Utah_UnitedStates.JHU_ConfirmedCases.data|Utah_Utah_UnitedStates.JHU_ConfirmedCases.missing|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1753.0|0|15.0|0|0.0|0
0|2020-05-28|1753.0|0|15.0|0|0.0|0
0|2020-05-29|1753.0|0|15.0|0|0.0|0
0|2020-05-30|1753.0|0|15.0|0|0.0|0
