|dates|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.data|Greene_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|168.0|0|24.0|0|0.0|0
0|2020-05-28|168.0|0|24.0|0|0.0|0
0|2020-05-29|168.0|0|24.0|0|0.0|0
0|2020-05-30|168.0|0|24.0|0|0.0|0
