|dates|Grimes_Texas_UnitedStates.JHU_ConfirmedCases.data|Grimes_Texas_UnitedStates.JHU_ConfirmedCases.missing|Grimes_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Grimes_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Grimes_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Grimes_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|65.0|0|1.0|0|0.0|0
0|2020-05-18|65.0|0|1.0|0|0.0|0
0|2020-05-19|65.0|0|1.0|0|0.0|0
0|2020-05-20|89.0|0|1.0|0|0.0|0
0|2020-05-21|91.0|0|1.0|0|0.0|0
0|2020-05-22|91.0|0|1.0|0|0.0|0
0|2020-05-23|91.0|0|1.0|0|0.0|0
