|dates|Weber_Utah_UnitedStates.JHU_ConfirmedCases.data|Weber_Utah_UnitedStates.JHU_ConfirmedCases.missing|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|112.0|0|1.0|0|0.0|0
0|2020-05-28|112.0|0|1.0|0|0.0|0
0|2020-05-29|112.0|0|1.0|0|0.0|0
0|2020-05-30|112.0|0|1.0|0|0.0|0
