|dates|Knox_Illinois_UnitedStates.JHU_ConfirmedCases.data|Knox_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Knox_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|0.0|0|0.0|0
0|2020-05-18|89.0|0|0.0|0|0.0|0
0|2020-05-19|89.0|0|0.0|0|0.0|0
0|2020-05-20|90.0|0|0.0|0|0.0|0
0|2020-05-21|90.0|0|0.0|0|0.0|0
0|2020-05-22|93.0|0|0.0|0|0.0|0
0|2020-05-23|93.0|0|0.0|0|0.0|0
