|dates|Union_Florida_UnitedStates.JHU_ConfirmedCases.data|Union_Florida_UnitedStates.JHU_ConfirmedCases.missing|Union_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Union_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|25.0|0|0.0|0|0.0|0
0|2020-05-19|26.0|0|0.0|0|0.0|0
0|2020-05-20|26.0|0|0.0|0|0.0|0
0|2020-05-21|28.0|0|0.0|0|0.0|0
0|2020-05-22|28.0|0|0.0|0|0.0|0
0|2020-05-23|28.0|0|0.0|0|0.0|0
