|dates|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|847.0|0|19.0|0|0.0|0
0|2020-05-18|884.0|0|19.0|0|0.0|0
0|2020-05-19|906.0|0|19.0|0|0.0|0
0|2020-05-20|906.0|0|19.0|0|0.0|0
0|2020-05-21|930.0|0|20.0|0|0.0|0
0|2020-05-22|950.0|0|20.0|0|0.0|0
0|2020-05-23|950.0|0|20.0|0|0.0|0
