|dates|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|62.0|0|0.0|0|0.0|0
0|2020-05-15|64.0|0|0.0|0|0.0|0
0|2020-05-16|64.0|0|0.0|0|0.0|0
