|dates|Sonoma_California_UnitedStates.JHU_ConfirmedCases.data|Sonoma_California_UnitedStates.JHU_ConfirmedCases.missing|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.data|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|524.0|0|4.0|0|0.0|0
0|2020-05-28|524.0|0|4.0|0|0.0|0
0|2020-05-29|524.0|0|4.0|0|0.0|0
0|2020-05-30|524.0|0|4.0|0|0.0|0
