|dates|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Moore_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|213.0|0|10.0|0|0.0|0
0|2020-05-28|213.0|0|10.0|0|0.0|0
0|2020-05-29|213.0|0|10.0|0|0.0|0
0|2020-05-30|213.0|0|10.0|0|0.0|0
