|dates|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|1.0|0|0.0|0
0|2020-05-18|30.0|0|1.0|0|0.0|0
0|2020-05-19|32.0|0|1.0|0|0.0|0
0|2020-05-20|32.0|0|1.0|0|0.0|0
0|2020-05-21|35.0|0|1.0|0|0.0|0
0|2020-05-22|35.0|0|1.0|0|0.0|0
0|2020-05-23|35.0|0|1.0|0|0.0|0
