|dates|Clay_Alabama_UnitedStates.JHU_ConfirmedCases.data|Clay_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Clay_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|27.0|0|2.0|0|0.0|0
0|2020-05-18|27.0|0|2.0|0|0.0|0
0|2020-05-19|27.0|0|2.0|0|0.0|0
0|2020-05-20|27.0|0|2.0|0|0.0|0
0|2020-05-21|27.0|0|2.0|0|0.0|0
0|2020-05-22|27.0|0|2.0|0|0.0|0
0|2020-05-23|27.0|0|2.0|0|0.0|0
